Year,Copulae,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Skewness,Excess Kurtosis,VaR (0.05),CVaR (0.05),Min,Max,Max Drawdown,Calmar Ratio,Peak,Bottom,Recovery
2020,Mixed,3.2449893066185287,2.993254063676502,1.084100860664273,1.9370418648469712,10.501352617821537,163.2288948701834,-0.0008682127389899675,-0.09749527107221632,-1.109951412656684,2.656305127241252,-1.2016049241094346,2.7005459461008297,2020-08-05,2020-11-04,Not yet recovered
2020,Gumbel,0.025731986400005787,0.009272377265157578,2.775122890728119,4.45847904854727,2.6393020100156224,30.895674315494524,-0.0004451505624939122,-0.0008677022961099847,-0.0032888750851024205,0.00520314917306596,-0.005761643667720519,4.4660843127402465,2020-01-23,2020-03-13,2020-03-17 00:00:00
2020,Clayton,0.026678436667225327,0.00855329266770953,3.1190838082674297,5.376615696236869,1.7068372581590907,12.782894287811404,-0.0005455216277172409,-0.0009060550004672506,-0.00229154301719612,0.0037857949429504203,-0.0037520949795801424,7.1102775415910795,2020-03-11,2020-03-13,2020-03-17 00:00:00
2021,Mixed,7.044392031527723,4.068804626486799,1.7313173470337375,2302.9364320479203,10.540168890018954,111.81568005685654,-0.00038007962733636294,-0.0006173096333675902,-0.00108556905188072,2.9362837880435486,-0.0030151513055941244,2336.331187910204,2021-01-19,2021-03-01,2021-03-16 00:00:00
2021,Gumbel,0.013873493564371123,0.006478214686788352,2.1415612533904866,2.52444754737591,0.17092801081248737,22.842329032173215,-0.0004219564919086267,-0.0008154150248432424,-0.002808005945313242,0.003005010861740989,-0.00280800594531338,4.940692375500939,2021-03-04,2021-03-05,2021-05-11 00:00:00
2021,Clayton,0.011696331761211131,0.004889568294979133,2.392099067973249,3.8962644362797643,0.5114081264385634,3.8443858610380053,-0.0004095246124815978,-0.0006035203095504528,-0.00103733893044658,0.0016793758653821998,-0.0024494274670929985,4.775128848821328,2021-10-13,2021-11-30,2021-12-13 00:00:00
2022,Mixed,2.38793487026842,1.919068089932675,1.2443200336639404,331.37618354093695,14.713187474917977,219.5845452533816,-0.0005769415820694101,-0.0012382618691400848,-0.0033252366157136004,1.8099659272672313,-0.006709267587577322,355.91587890902554,2022-03-17,2022-04-11,2022-08-08 00:00:00
2022,Gumbel,0.2704073996547511,0.49484632464885947,0.5464472224718064,0.8876942480061959,9.48247383786712,132.8601966152365,-0.0006633169434577369,-0.027281569020058526,-0.16161680284378255,0.4032463112847259,-0.26683906734155727,1.0133726007542452,2022-03-24,2022-03-30,2022-04-01 00:00:00
2022,Clayton,0.15231177603560253,0.37492163037752413,0.4062496364433108,0.5461471502290193,6.384950415632047,93.40053789562317,-0.000623828259389649,-0.02600314637746132,-0.14727567529006064,0.273842685394318,-0.25582575516210015,0.5953731122149624,2022-01-28,2022-03-30,2022-04-01 00:00:00
